name,_pac,_sho,_pas,_dri,_def,_phy,_ovr,skills,wf,positions,playstyle_plus,playstyles,att_wr,def_wr
Yacine Adli,64,68,75,74,67,67,73,3,3,"CM,CAM",None,-,High,Medium
Jean-Eudes Aholou,60,63,71,71,73,77,73,3,3,"CM,CDM",None,-,Medium,Medium
Ola Aina,81,60,66,73,67,74,73,3,4,"RM,LB,LM,LWB",None,LONG THROW,Medium,Medium
Aketxe,59,78,80,72,44,60,73,3,3,"RM,CAM",POWER SHOT,"WHIPPED PASS,DEAD BALL",Medium,Medium
Carlos Alcaraz,82,70,67,78,46,68,73,4,3,"CM,CAM,ST",None,"TECHNICAL,QUICK STEP",High,Medium
Asmita Ale,66,51,67,64,73,67,73,2,3,"RM,RB,RWB",None,"JOCKEY,LONG THROW,ANTICIPATE",Medium,Medium
Amirah Ali,77,70,71,71,40,65,73,3,3,"RM,RW",None,-,Medium,Medium
Ezgjan Alioski,74,72,71,73,67,73,73,3,2,"LB,LM,LWB",None,-,Medium,Medium
Nani,68,73,75,78,34,70,73,4,5,"CAM,LM,RW,LW",None,"TRIVELA,TECHNICAL,FLAIR",Medium,Low
Ary Borges,72,74,68,76,62,59,73,3,3,CM,None,"PRESS PROVEN,FLAIR",High,Medium
Cédric,65,61,70,74,73,62,73,3,4,"RB,RWB",None,-,High,Medium
Jair Amador,66,29,50,47,71,84,73,2,2,CB,None,"POWER HEADER,AERIAL",Medium,High
Kelvin Amian,78,48,62,67,71,79,73,2,3,"RB,CB,RWB",None,RAPID,High,Medium
Jaidon Anthony,77,66,68,74,25,63,73,3,3,"LM,LW",None,"TECHNICAL,FINESSE SHOT",High,High
Domagoj Antolić,54,69,76,69,68,71,73,3,3,"CM,CAM,CDM",None,"WHIPPED PASS,LONG BALL PASS,PRESS PROVEN",High,High
Christopher Antwi-Adjei,87,63,64,75,30,54,73,3,3,"RM,LM,LW",None,"LONG THROW,QUICK STEP,RAPID",Medium,Medium
Dennis Appiah,72,39,60,65,72,74,73,2,3,"RB,LB,LWB,RWB",None,-,Low,Medium
Karen Araya,58,75,74,70,66,74,73,3,3,CM,None,INTERCEPT,High,Medium
Arbilla,52,57,70,65,71,79,73,2,4,"CB,LB,RB",None,"INTERCEPT,BRUISER,POWER SHOT,LONG BALL PASS,DEAD BALL",Medium,High
Cameron Archer,78,71,58,74,25,68,73,3,4,"ST,CF",None,"RAPID,FINESSE SHOT",Medium,Medium
Joe Aribo,76,64,72,75,65,75,73,4,3,"CM,CAM",None,"TECHNICAL,FLAIR",Low,Low
Carla Armengol,76,75,69,75,56,61,73,4,3,"RM,RW,LM",None,"TECHNICAL,FINESSE SHOT",Medium,Medium
Stuart Armstrong,65,74,73,73,66,64,73,3,4,"RM,CM",None,-,High,High
Gerardo Arteaga,77,53,66,72,67,66,73,4,3,"LB,LWB",None,BLOCK,High,High
Youcef Atal,86,67,70,76,69,66,73,4,5,"RM,RB,RWB",None,"WHIPPED PASS,TRIVELA,RAPID",High,Low
Omer Atzili,73,74,71,72,38,63,73,3,3,"RM,RW,LM,CAM",None,"WHIPPED PASS,TECHNICAL,FINESSE SHOT",Medium,Medium
Tommaso Augello,76,49,66,71,68,61,73,3,3,"LB,LM,LWB",None,"WHIPPED PASS,ANTICIPATE",Low,High
Luke Ayling,59,58,64,70,74,73,73,3,3,"RB,CB,RWB",None,LONG BALL PASS,High,High
Serdar Aziz,68,32,50,52,74,79,73,2,2,CB,None,"POWER HEADER,AERIAL,SLIDE TACKLE",Low,High
Talles Magno,83,62,61,80,41,64,73,5,4,"LM,CF,ST",None,"QUICK STEP,FIRST TOUCH,TRIVELA,TRICKSTER,FLAIR,PRESS PROVEN",High,Low
Michel Ange Balikwisha,82,68,69,75,37,62,73,4,5,"LW,LM,ST",None,"TECHNICAL,FLAIR",Medium,High
Laia Ballesté,63,37,55,63,76,70,73,2,2,CB,None,SLIDE TACKLE,Medium,Medium
Filippo Bandinelli,71,71,71,73,71,71,73,3,3,CM,None,-,High,Medium
David Barbona,80,67,74,72,38,67,73,4,4,"RM,CM,CAM",None,"RAPID,FLAIR",High,Medium
Borna Barišić,69,63,75,69,67,72,73,3,2,"LB,LWB",None,"WHIPPED PASS,DEAD BALL,FINESSE SHOT",High,Medium
Pablo Barrios,76,68,69,72,68,60,73,3,3,CM,None,INTERCEPT,Medium,Medium
Chris Basham,52,43,60,62,73,74,73,2,2,CB,None,SLIDE TACKLE,High,Medium
Maximilian Bauer,54,26,48,52,75,73,73,2,3,CB,None,-,Medium,Medium
Timo Baumgartl,58,36,56,52,74,72,73,2,3,CB,None,-,Medium,Medium
Raoul Bellanova,86,32,61,68,67,71,73,2,3,"RM,RB,RWB",None,RAPID,Medium,Medium
Gastón Benavídez,67,36,62,62,72,65,73,2,3,"RB,CB,RWB",None,-,Medium,Medium
Elyse Bennett,69,72,59,71,42,73,73,3,3,"ST,CF",None,-,Medium,Low
Malia Berkely,54,41,57,64,75,66,73,3,3,"CB,CDM",None,-,Medium,Medium
Andrea Bertolacci,55,69,73,74,71,65,73,3,3,"CM,CAM,CDM",None,"TECHNICAL,FLAIR",Medium,Low
Bruno Bianchi,59,35,57,57,74,78,73,2,2,CB,None,"INTERCEPT,LONG BALL PASS",Low,Medium
Julia Bianchi,71,71,73,77,69,60,73,3,3,"CDM,CM",None,"WHIPPED PASS,TIKI TAKA,FLAIR",Medium,Medium
Mads Bidstrup,69,54,67,70,71,75,73,3,3,"CDM,CM",None,"INTERCEPT,ANTICIPATE",Medium,High
Alena Bienz,74,69,67,72,49,69,73,3,2,"ST,CAM,CF",None,-,High,Medium
Bigas,61,52,64,61,74,71,73,2,2,CB,None,"INTERCEPT,AERIAL",Medium,High
Leonardo Bittencourt,73,68,71,81,57,60,73,3,4,"CM,CAM",None,"TECHNICAL,SLIDE TACKLE,FLAIR",Medium,Medium
Cyrielle Blanc,62,64,69,69,69,73,73,3,3,"CM,CDM",None,-,High,Medium
Sebastián Blanco,70,74,73,74,32,65,73,3,5,"LM,CAM",None,TECHNICAL,Medium,Low
Antonio Blanco,53,57,68,67,69,61,73,3,3,"CDM,CM",None,-,High,Medium
Laura Blindkilde Brown,73,57,70,73,61,54,73,3,5,"CM,CAM",None,-,High,Medium
Myron Boadu,85,73,62,74,28,64,73,3,5,"ST,CF",None,"TRIVELA,RAPID",High,Medium
Jayden Bogle,81,55,67,73,68,68,73,3,3,"RB,RWB",None,TECHNICAL,High,Medium
Gemma Bonner,49,47,41,58,74,74,73,2,4,CB,None,AERIAL,Medium,Medium
Mauro Boselli,53,74,67,64,38,74,73,3,3,"ST,CF",None,POWER HEADER,Medium,Medium
Eric Botteghin,30,35,46,49,73,81,73,2,2,CB,None,"INTERCEPT,POWER HEADER,AERIAL",Low,High
Maïté Boucly,71,72,71,71,41,69,73,3,2,"LM,LW",None,-,High,Medium
Mohamed Bouldini,81,71,54,69,26,77,73,3,4,"ST,CF",None,-,Medium,Medium
Umut Bozok,78,72,64,74,33,68,73,3,4,"ST,CF",None,-,High,Medium
Phoenetia Browne,77,73,65,72,38,75,73,3,4,"LM,RW,LW,ST",None,"PRESS PROVEN,QUICK STEP",Medium,Medium
Gaston Brugman,70,68,71,74,69,71,73,3,3,"CM,CDM",None,"PRESS PROVEN,RELENTLESS",High,High
Cédric Brunner,76,56,65,68,71,70,73,2,4,"RB,RWB",None,"INTERCEPT,LONG THROW,SLIDE TACKLE",Medium,High
Matteo Brunori,78,73,61,74,37,71,73,3,4,"ST,CF",None,"TRIVELA,TECHNICAL,FINESSE SHOT",High,Medium
Guido Burgstaller,53,75,67,70,39,82,73,3,5,"ST,CF",None,POWER HEADER,Low,Low
Nahuel Bustos,81,73,67,76,33,69,73,3,3,"LM,ST,CF",None,"TECHNICAL,POWER SHOT",High,Low
Jimmy Cabot,87,66,66,77,62,60,73,3,3,"RM,RB,RWB",None,RAPID,High,Medium
Javier Cabrera,73,63,68,77,53,70,73,3,2,"RM,RW,RWB",None,RAPID,Medium,Low
Juan José Cáceres,80,45,62,66,70,70,73,2,3,"RB,CB,RWB",None,"BLOCK,ANTICIPATE",Medium,Medium
Mathieu Cafaro,76,68,70,75,47,65,73,4,3,"LW,LWB,LM,RWB",None,"WHIPPED PASS,TRIVELA,TECHNICAL",Medium,Medium
Jens-Lys Cajuste,72,62,69,74,68,76,73,3,4,"CDM,CM",None,LONG THROW,Medium,Medium
Néstor Camacho,69,72,72,74,42,51,73,4,4,"LM,CF,CAM,ST",None,"INCISIVE PASS,FIRST TOUCH,PINGED PASS,FINESSE SHOT",Medium,Medium
Mohamed Ali Camara,69,35,51,46,72,83,73,2,2,CB,None,"POWER HEADER,BRUISER",Medium,High
Jorman Campuzano,72,40,60,65,71,72,73,2,3,"CDM,CM",None,-,Low,High
Matteo Cancellieri,81,69,69,77,38,63,73,4,3,"RM,RW,CF",None,"TRIVELA,RAPID,FLAIR",High,Medium
Valéria Cantuário,83,65,68,79,62,49,73,3,3,"RM,RB,RW",None,"TECHNICAL,FLAIR",Medium,Medium
Mateo Carabajal,71,43,62,63,72,75,73,2,3,CB,None,JOCKEY,Medium,Medium
Johan Carbonero,89,65,64,78,37,60,73,3,4,"LM,LW",None,"QUICK STEP,SLIDE TACKLE,RAPID",Medium,Low
Carlos Mané,90,68,65,77,41,50,73,4,2,"RW,LM,LW",None,"RAPID,FLAIR",High,Medium
Jean-Charles Castelletto,66,30,51,61,74,75,73,2,2,CB,None,AERIAL,Medium,Medium
Castro,66,71,71,73,69,78,73,3,2,"CM,CDM",None,POWER SHOT,High,High
Alessio Castro-Montes,72,69,71,73,70,67,73,3,4,"RM,LM,LW",None,RAPID,High,High
Daniel Cataño,69,70,68,73,45,59,73,4,3,"RM,LM,CAM",None,"TECHNICAL,FIRST TOUCH,TRICKSTER,LONG BALL PASS,TIKI TAKA,DEAD BALL",Medium,Medium
Martín Cauteruccio,65,75,63,70,38,74,73,3,3,"ST,CF",None,-,Medium,Low
Álex Centelles,76,52,66,70,68,75,73,3,3,"LB,LWB",None,"JOCKEY,WHIPPED PASS,BLOCK",Medium,Medium
Fabien Centonze,77,51,67,69,69,77,73,2,2,"RB,RWB",None,RAPID,High,Medium
Nacer Chadli,68,73,72,74,55,72,73,4,4,"LW,LM,CAM",None,"TRIVELA,TECHNICAL,FIRST TOUCH",High,Medium
Farouk Chafaï,46,57,48,49,75,82,73,2,3,CB,None,"BLOCK,ANTICIPATE",High,High
Farès Chaïbi,73,67,72,73,68,71,73,3,3,"LM,CM,LW",None,TECHNICAL,High,High
Ilias Chair,75,66,69,77,32,49,73,3,2,"LM,CAM",None,"TECHNICAL,TRIVELA,PINGED PASS,INCISIVE PASS,FLAIR",High,Low
Brendan Chardonnet,48,45,54,59,74,75,73,2,3,CB,None,"INTERCEPT,LONG BALL PASS,AERIAL",Medium,High
Denis Cheryshev,72,73,73,73,55,63,73,3,3,"LW,LM,ST",None,-,High,Medium
Tomáš Chorý,50,72,59,63,32,87,73,2,3,"ST,CF",None,POWER HEADER,High,High
Tolga Ciğerci,36,66,70,68,70,77,73,3,3,CDM,None,"INTERCEPT,LONG BALL PASS,SLIDE TACKLE",High,High
Jack Clarke,83,68,66,75,40,59,73,4,4,"LWB,LM,LW",None,TECHNICAL,High,Medium
Clerc,81,58,68,71,66,70,73,3,2,"CB,LB,LWB",None,"JOCKEY,RAPID,RELENTLESS",High,Medium
Laia Codina,51,42,63,65,76,67,73,2,2,CB,None,SLIDE TACKLE,Medium,Medium
Nazareno Colombo,66,39,52,55,74,79,73,2,3,CB,None,-,Low,High
Ava Cook,75,73,68,71,38,60,73,3,3,"LW,LM,ST",None,AERIAL,Medium,Medium
Enzo Copetti,82,71,64,68,50,87,73,3,4,"RW,ST,CF",None,"POWER HEADER,FLAIR",High,High
Jack Cork,40,60,69,68,72,75,73,3,4,"CDM,CM",None,FIRST TOUCH,Medium,High
Andreas Cornelius,65,73,60,62,34,81,73,2,3,"ST,CF",None,POWER HEADER,Medium,Medium
Corpas,89,67,69,74,36,62,73,3,3,"RM,RW",None,"QUICK STEP,RAPID,FLAIR",Medium,Medium
Pejiño,92,74,68,74,36,60,73,4,3,"RM,RW,LM",None,"INCISIVE PASS,QUICK STEP,TECHNICAL,POWER SHOT",Medium,Low
Diogo Gonçalves,82,71,68,74,61,69,73,4,4,"RM,RW",None,"WHIPPED PASS,RAPID",Medium,Low
João Victor,76,50,52,57,73,76,73,2,3,CB,None,SLIDE TACKLE,High,High
Oday Dabbagh,73,75,58,67,35,74,73,3,3,"ST,CF",None,-,Medium,Medium
Colin Dagba,75,56,69,74,69,59,73,3,2,"RB,RWB",None,-,High,Medium
Stuart Dallas,57,70,71,74,72,70,73,3,4,"LB,CM,CDM",None,-,High,High
Flavius Daniliuc,54,42,61,60,74,74,73,2,4,"CB,RB",None,"INTERCEPT,JOCKEY,BRUISER",Low,Medium
Josh Dasilva,75,71,72,74,64,74,73,3,3,CM,None,"LONG BALL PASS,FINESSE SHOT",Medium,Medium
Ben Davies,67,39,59,64,73,72,73,2,3,CB,None,JOCKEY,Medium,Medium
Kirsten Davis,76,72,67,69,42,63,73,3,3,"ST,CAM,CF",None,INCISIVE PASS,High,Medium
Paweł Dawidowicz,59,48,62,63,73,76,73,2,4,CB,None,"POWER HEADER,BRUISER,AERIAL",Medium,Medium
Maxim De Cuyper,73,71,73,70,66,70,73,2,3,"LB,LWB",None,"JOCKEY,WHIPPED PASS,LONG BALL PASS",High,High
Aderllan Santos,58,52,49,52,74,79,73,2,2,CB,None,"INTERCEPT,AERIAL",Medium,Medium
Luca de la Torre,64,60,72,74,59,62,73,3,3,"LW,LM,CDM,CM",None,-,Medium,Medium
Gregore,74,55,64,68,72,84,73,2,3,"CDM,CM",None,SLIDE TACKLE,Medium,High
Lorenzo De Silvestri,70,66,71,70,70,75,73,3,3,"RM,RB,RWB",None,LONG THROW,Medium,Medium
Felipe Silva,71,73,58,67,28,83,73,3,4,"ST,CF",None,"AERIAL,BRUISER,POWER SHOT,POWER HEADER,PRESS PROVEN",High,Medium
Alexsandro Ribeiro,60,31,50,52,73,75,73,2,3,CB,None,"BLOCK,ANTICIPATE",Medium,Medium
Amar Dedić,83,58,67,71,66,73,73,3,3,"RB,LB,RWB",None,TECHNICAL,High,Medium
Grégoire Defrel,78,73,66,76,33,51,73,3,3,"CF,ST",None,"FIRST TOUCH,RAPID",Medium,Low
Romain Del Castillo,72,68,73,77,40,64,73,3,3,"RM,RW,LW",None,"WHIPPED PASS,TRIVELA,TECHNICAL,FLAIR",Medium,Low
Rafael Delgado,78,64,69,70,70,81,73,3,3,"CB,LB,LWB",None,"WHIPPED PASS,LONG BALL PASS,BLOCK",High,Medium
Stefano Denswil,57,56,67,65,74,75,73,3,3,"CB,LB",None,"LONG THROW,SLIDE TACKLE",Medium,High
Mikkel Desler,74,60,67,69,67,69,73,2,3,"RB,RWB",None,JOCKEY,High,Medium
Mariam Diakité,60,51,51,51,75,66,73,2,3,"CB,LB",None,-,Low,Medium
Marcelo Díaz,52,64,76,74,66,65,73,3,3,"CDM,CM",None,"TIKI TAKA,PRESS PROVEN,PINGED PASS",Medium,High
Lautaro Díaz,85,71,66,73,27,61,73,2,3,"ST,CF",None,QUICK STEP,High,Medium
María Diaz,77,67,71,72,41,58,73,3,3,"RM,RW,LM",None,"TECHNICAL,FLAIR",Medium,Medium
Bamba Dieng,81,75,60,71,33,62,73,3,3,"ST,CF",None,"ACROBATIC,RAPID,FLAIR",High,Medium
Javairô Dilrosun,84,63,66,78,43,55,73,4,2,"CAM,RM,RW,LW",None,RAPID,Medium,Medium
Moussa Djenepo,79,66,67,78,41,63,73,3,3,"LM,RW,LW",None,"TECHNICAL,FLAIR",High,Medium
Koffi Djidji,63,32,53,60,74,70,73,2,3,CB,None,-,Medium,High
Lucas Piazón,68,75,73,74,34,58,73,3,4,"RW,CF,CAM,ST",None,"FLAIR,POWER SHOT,FINESSE SHOT",Medium,Medium
Jean-Luc Dompé,78,70,71,78,38,52,73,4,3,"LM,LW",None,"FIRST TOUCH,WHIPPED PASS,TECHNICAL,FLAIR",Medium,Low
Agathe Donnary,75,58,70,72,66,72,73,3,3,"CM,CDM",None,-,High,Medium
Lisa Doorn,60,56,52,62,73,73,73,2,3,CB,None,SLIDE TACKLE,Medium,Medium
Fernando,88,74,66,78,37,64,73,4,3,"ST,CF",None,RAPID,Medium,Medium
David Douděra,89,63,64,70,65,65,73,3,2,"RM,RB,RW",None,RAPID,High,High
Shane Duffy,34,47,50,48,74,73,73,2,3,CB,None,"POWER HEADER,AERIAL",Low,High
Paul Dummett,54,40,63,66,75,67,73,2,2,"CB,LB",None,LONG BALL PASS,Medium,Medium
Filip Đuričić,69,69,73,76,42,59,73,4,4,"LM,CAM",None,"FLAIR,TECHNICAL,CHIP SHOT,FINESSE SHOT",High,Low
Serdar Dursun,56,74,61,69,40,75,73,3,3,"ST,CF",None,-,Medium,Medium
Carel Eiting,57,58,79,70,58,62,73,3,4,"CM,CDM",None,"TRIVELA,DEAD BALL,RELENTLESS",High,High
Albin Ekdal,37,65,74,70,68,71,73,3,3,"CDM,CM",None,-,Medium,Medium
Hjalmar Ekdal,64,33,52,63,73,75,73,2,2,CB,None,-,High,Medium
Emina Ekic,76,68,72,72,46,61,73,3,3,"LW,CAM",None,-,Medium,Medium
Jurgen Ekkelenkamp,52,69,72,73,62,74,73,3,4,"CM,CAM",None,"INCISIVE PASS,TRIVELA",Medium,Medium
Nesryne El Chad,69,41,57,63,74,70,73,2,2,"CB,RB",None,-,Medium,Medium
Omar Elabdellaoui,76,54,67,72,68,70,73,3,3,"RB,RWB",None,"BLOCK,RAPID",High,Medium
Anthony Elanga,87,66,64,73,38,58,73,3,3,"LW,RM,RW,ST",None,"TECHNICAL,FLAIR,FINESSE SHOT",High,High
Ane Elexpuru,83,68,70,76,47,57,73,4,2,"RM,RW,LM",None,"FIRST TOUCH,TECHNICAL,FINESSE SHOT",High,Medium
Meschack Elia,93,71,67,77,26,69,73,3,4,"ST,CF",None,RAPID,High,Medium
Niclas Eliasson,88,61,69,76,41,65,73,4,4,"RM,RW,LM",None,TECHNICAL,Medium,Medium
Jack Elliott,49,24,49,51,74,80,73,2,3,"CB,CDM",None,-,Low,High
Mohamed Elyounoussi,71,70,69,76,55,69,73,4,4,"LM,RW,LW",None,"TECHNICAL,FLAIR",High,High
Vivien Endemann,73,71,68,72,43,60,73,3,4,"RM,RW",None,BLOCK,High,Medium
Björn Engels,51,44,60,52,74,72,73,2,3,CB,None,"POWER HEADER,LONG BALL PASS",Medium,Medium
Romane Enguehard,67,66,71,75,70,63,73,3,3,"RB,LB,LWB",None,"JOCKEY,RELENTLESS",Medium,High
Thelma Eninger,68,70,73,77,53,48,73,3,3,"RM,RW,CAM",None,"TIKI TAKA,FIRST TOUCH,PRESS PROVEN",Medium,Medium
Bernardo Espinosa,36,44,59,50,73,75,73,2,3,CB,None,-,Medium,High
Håkon Evjen,86,62,67,76,56,63,73,4,2,"RM,RW,CAM",None,"TRICKSTER,TECHNICAL,FLAIR",High,Medium
Abdessamad Ezzalzouli,81,70,64,79,27,47,73,4,3,"LM,LW",None,"TECHNICAL,FLAIR",High,Low
Niamh Fahey,55,40,63,62,78,60,73,2,3,CB,None,INTERCEPT,Medium,Medium
Marouane Fellaini,34,71,69,68,72,86,73,3,4,"CM,CDM,ST",None,"AERIAL,ACROBATIC,BRUISER,POWER HEADER,BLOCK",Medium,Medium
Evan Ferguson,72,72,58,70,21,70,73,3,3,"ST,CF",None,-,Medium,Medium
Edimilson Fernandes,71,65,71,73,76,69,73,2,4,"CB,CM,RWB",None,INTERCEPT,Medium,Medium
Ezequiel Fernández,68,47,66,72,69,78,73,2,5,"CDM,CM",None,"PRESS PROVEN,LONG BALL PASS,BRUISER,ANTICIPATE",Medium,High
Valery,87,63,66,74,66,67,73,3,3,"RM,RW,LWB,LM",None,-,High,Medium
Carlos Fernández,67,75,64,73,27,67,73,3,4,"ST,CF",None,"TRIVELA,FINESSE SHOT",Medium,Medium
Jana,68,49,63,62,75,67,73,2,3,"CB,LB",None,SLIDE TACKLE,Medium,Medium
Frederico Venâncio,57,33,50,56,72,69,73,2,3,CB,None,"LONG THROW,LONG BALL PASS,BRUISER,AERIAL",Medium,Medium
Miguel Maga,78,53,63,66,70,54,73,3,3,"RB,RWB",None,"TECHNICAL,BLOCK,ANTICIPATE",Medium,Medium
Megan Finnigan,60,43,63,62,74,72,73,2,3,CB,None,BLOCK,Medium,Medium
Shameeka Fishley,75,73,64,68,39,67,73,3,3,"ST,CF",None,RAPID,Medium,Medium
Philipp Förster,69,70,72,71,62,79,73,3,3,"CF,CAM,CM",None,POWER SHOT,Medium,Medium
Francés,75,35,64,62,74,75,73,2,4,CB,None,SLIDE TACKLE,Medium,High
Ryan Fraser,78,67,70,76,48,56,73,3,4,"RM,RW,LW",None,"FLAIR,RAPID,FINESSE SHOT",Medium,Medium
Ryan Fredericks,90,49,64,70,68,67,73,3,3,"RB,RWB",None,RAPID,High,Medium
Dael Fry,65,29,56,59,74,72,73,2,3,CB,None,-,Medium,Medium
Chris Führich,82,67,69,78,53,59,73,4,4,"CF,CAM",None,"TRIVELA,TECHNICAL",Medium,Medium
Francisco Fydriszewski,59,73,53,68,32,71,73,3,4,"ST,CF",None,POWER HEADER,High,Medium
Matteo Gabbia,53,34,48,56,75,74,73,2,3,CB,None,-,Low,High
Fernando Gaibor,67,68,74,73,67,72,73,3,3,"RM,CM,CDM",None,"LONG BALL PASS,TECHNICAL",High,High
Enric Gallego,53,73,58,69,25,72,73,3,3,"ST,CF",None,POWER HEADER,Medium,Low
Ignatius Ganago,81,73,61,74,34,68,73,3,3,"ST,LW,CF",None,"RAPID,FINESSE SHOT",High,Medium
Facundo Garcés,57,37,54,56,74,77,73,2,4,CB,None,-,Medium,Medium
Débora,73,57,71,70,70,62,73,3,3,"RB,LB,RWB",None,-,High,Medium
Violeta Quiles,82,66,67,77,61,64,73,3,3,"LB,LM,LW",None,"RAPID,ANTICIPATE",High,High
Christy Gavory,70,68,72,78,62,56,73,3,3,"RM,CM",None,INCISIVE PASS,High,High
Mille Gejl,68,70,69,74,45,67,73,3,3,"LM,LW",None,-,High,Medium
Ali Gholizadeh,76,68,68,76,48,68,73,4,3,"RM,RW,CF,CAM",None,"TECHNICAL,FLAIR",Medium,Medium
Jakob Glesnes,52,55,56,60,73,84,73,2,3,CB,None,"INTERCEPT,AERIAL,JOCKEY,POWER HEADER,LONG BALL PASS",Medium,High
Saviour Godwin,92,69,59,77,40,64,73,4,4,"LM,LW",None,"QUICK STEP,RAPID,FLAIR",High,Medium
Makamae Gomera-Stevens,78,66,73,70,36,66,73,3,3,"RM,RW",None,-,Medium,Medium
Elías Gómez,79,62,69,73,67,78,73,3,3,"LB,LWB",None,WHIPPED PASS,High,Medium
Jonatan Gómez,72,67,73,76,63,63,73,3,3,"CM,CAM",None,"PRESS PROVEN,SLIDE TACKLE",High,Low
Fábio Abreu,76,73,55,69,26,76,73,3,3,"ST,CF",None,-,High,Medium
Zeca,71,58,68,68,72,67,73,3,3,"CDM,CM",None,"TRIVELA,SLIDE TACKLE",Medium,High
Francisco González Metilli,73,70,70,74,41,68,73,3,2,"RM,CM,CAM",None,"FIRST TOUCH,FLAIR",High,Medium
Lucas Gourna,76,52,65,71,70,76,73,2,3,"CDM,CM",None,-,Medium,High
Alex Grant,53,44,55,57,72,83,73,2,3,CB,None,"POWER HEADER,AERIAL,BLOCK",Medium,High
Chasity Grant,70,66,69,72,37,69,73,3,3,"LM,LW",None,"WHIPPED PASS,BRUISER",High,Medium
Malgorzata Grec,59,38,46,54,72,82,73,2,3,CB,None,"JOCKEY,BRUISER",Low,Medium
Julian Gressel,70,64,73,70,63,78,73,3,4,"RM,RW,CM,RWB",None,"WHIPPED PASS,TRIVELA",Medium,High
Matt Grimes,62,58,75,72,66,68,73,3,5,"CM,CDM",None,"INCISIVE PASS,TIKI TAKA,FIRST TOUCH",Medium,High
Kamil Grosicki,85,68,69,73,37,60,73,3,3,"LM,LW",None,"TRIVELA,FIRST TOUCH,RAPID,FLAIR",High,Medium
Carlos Gruezo,58,46,61,67,70,74,73,2,3,"CDM,CM",None,-,Low,High
Gabriel Gudmundsson,85,64,67,71,67,70,73,3,3,"LB,LM,LWB",None,"LONG THROW,RAPID",High,Low
Jóhann Berg Guðmundsson,65,71,75,73,61,67,73,4,4,"RM,CM,CAM",None,-,Medium,High
Paolo Guerrero,53,75,68,70,37,64,73,4,4,"ST,CF",None,POWER HEADER,Medium,Low
Manuel Gulde,64,40,51,58,75,71,73,2,2,CB,None,-,Medium,Medium
Gumbau,53,67,75,68,72,68,73,3,3,"RM,CM,CDM",None,"LONG BALL PASS,DEAD BALL",Medium,Medium
Samuel Gustafson,61,58,75,72,67,72,73,3,3,"CDM,CM",None,"TIKI TAKA,RELENTLESS,LONG BALL PASS,FINESSE SHOT",Medium,Low
Marion Haelewyn,62,39,55,54,74,73,73,2,2,"CB,RB",None,-,Medium,Medium
Ianis Hagi,62,72,74,74,36,61,73,4,5,"CF,CAM",None,"FIRST TOUCH,POWER SHOT,FLAIR",Medium,Medium
Haris Hajradinović,75,67,76,75,54,68,73,3,3,"CM,CAM",None,FINESSE SHOT,Medium,Medium
Sead Hakšabanović,78,67,69,78,29,58,73,4,4,"LM,LW",None,"TRIVELA,TECHNICAL,FLAIR",High,Low
Madison Hammond,69,51,62,66,73,61,73,2,3,"RB,CDM,RWB",None,-,Medium,Medium
Grant Hanley,53,30,47,49,74,78,73,2,3,CB,None,POWER HEADER,Medium,High
Ridgeciano Haps,85,63,65,73,65,70,73,3,3,"LB,LM,LWB",None,RAPID,Medium,Medium
Makoto Hasebe,50,51,72,70,77,59,73,3,3,"CB,CDM",None,"LONG BALL PASS,ANTICIPATE",Medium,Medium
Gabriel Hauche,77,71,70,74,43,72,73,4,3,"RM,RW,LW",None,FLAIR,High,Medium
Shania Hayles,77,70,59,74,42,68,73,4,3,"ST,CF",None,RAPID,High,Medium
Rhys Healey,74,75,61,71,30,60,73,3,3,"ST,CF",None,"LONG THROW,FINESSE SHOT",High,High
Janina Hechler,77,47,67,66,71,72,73,3,3,"RB,LB,CB,LWB",None,LONG THROW,Medium,Medium
Silvan Hefti,78,49,63,65,67,80,73,2,3,"RM,RB,RWB",None,-,High,High
Jack Hendry,69,56,54,61,70,81,73,2,2,CB,None,SLIDE TACKLE,Medium,Medium
Christophe Hérelle,50,48,61,61,73,73,73,2,2,CB,None,LONG BALL PASS,Low,Medium
Junior Hernández,83,59,65,68,69,55,73,3,3,"LB,LM,LWB",None,"INTERCEPT,RAPID,ANTICIPATE",Medium,Medium
Mees Hilgers,69,43,53,59,74,75,73,2,3,CB,None,JOCKEY,High,Medium
Casper Højer,74,69,75,70,67,73,73,3,2,"LB,LM,LWB",None,LONG BALL PASS,High,Low
Fabian Holland,64,48,66,71,72,70,73,3,2,"LB,LWB,CDM",None,LONG THROW,Medium,High
Hong Hyeon Seok,68,69,72,76,64,68,73,3,3,"CM,CAM,CDM",None,-,Medium,Medium
Osmar,34,60,67,56,73,82,73,2,3,"CB,CDM,CM",None,"POWER HEADER,BRUISER,AERIAL,ANTICIPATE",Medium,High
Andrés Ibargüen,91,65,69,76,37,44,73,3,3,"LM,LW",None,"TECHNICAL,PINGED PASS,FLAIR",High,Medium
Roberto Insigne,82,67,71,75,27,45,73,3,2,"RM,RW,LW",None,"WHIPPED PASS,TECHNICAL",High,Medium
Mikael Ishak,72,73,57,65,38,81,73,3,5,"ST,CF",None,-,Medium,High
Cedric Itten,70,75,62,67,36,80,73,3,3,"ST,CF",None,-,High,Medium
